feature_1,feature_2,feature_3,feature_4,feature_5,capacity
0.1900430077717461,0.8826404633533991,0.7077377818994913,0.26738762715067765,0.37533958968377223,897.0
0.15720052871416823,0.10404438634858293,0.34614449042967443,0.6668296192913753,0.46507063874304566,808.0
0.7075250624112451,0.29180727125383277,0.039945255454243656,0.8548504993460053,0.04602226151588262,242.0
0.2511726553363599,0.205975520959651,0.26326062503730885,0.5539336033255003,0.22602037826481203,271.0
0.5611077218451508,0.9667595760480655,0.06790233057479234,0.2808272364302866,0.4810098998537842,553.0
0.4186027745099091,0.3029524141964881,0.10965221522887347,0.6822503871354887,0.2270156556954881,51.0
0.8069079334921919,0.48792183143988144,0.24157496469628748,0.28019285551692474,0.9612141513689823,346.0
0.17092631865365748,0.7710043295344337,0.6313205221884054,0.6836702578579182,0.9501066668649848,980.0
0.023965320401657664,0.4991143282036463,0.8085319392447992,0.8955004055510629,0.01068999353100386,456.0
0.996424478820779,0.4363130926513398,0.8387275595306289,0.7675716565012235,0.8824366850810182,792.0
0.4119273897620276,0.3460092357959179,0.28906070222043145,0.8735146749300043,0.9558343549465,308.0
0.19293120572968603,0.5217815552761096,0.05651407261090846,0.3104082625096958,0.2031002451636511,804.0
0.022393860678850186,0.7565247927986619,0.7056462111384285,0.8005434695690083,0.022597862889060294,772.0
0.7538762814127131,0.5495186663442111,0.6723385421814047,0.40553941261191173,0.39027560527847016,712.0
0.2354625686082319,0.980131389821853,0.7934799605066705,0.7888723137232697,0.7310694944476434,621.0
0.007652019584137748,0.23687123942806332,0.1349248482190627,0.5453739118186296,0.017983435649527757,828.0
0.4075875175617445,0.7166409208177813,0.02247954182415568,0.5070750806981364,0.17445294013763424,448.0
0.05267577470858675,0.23947556785896673,0.1930335808046324,0.7683323892082281,0.2645267203034527,850.0
0.3489593586734381,0.2627401330809861,0.31349779475479966,0.5851679886053054,0.23357078458934144,507.0
0.851795634589663,0.03257963524994023,0.5448415283812855,0.822294286988279,0.855402086615951,360.0
0.6140539047303939,0.7478301543345575,0.09830048579845474,0.3747965991061364,0.4665023455549061,324.0
0.6516198351743621,0.45643934939364894,0.7818591811586589,0.37431300071844376,0.40288112882866856,199.0
0.6393654387900414,0.1874600513467476,0.01571064953083323,0.6773416479353819,0.2917023020643009,527.0
0.7072035682562926,0.4567588614715964,0.1915200541726335,0.01530567300451846,0.26407913548478823,925.0
0.01288515208291996,0.7573961006888557,0.17751216986318374,0.9606232184863218,0.9365283630074592,782.0
0.9758315244757523,0.9114785790982406,0.8894258771963081,0.8985754314690875,0.5695558724340816,537.0
0.09206296231604949,0.7758718029400011,0.2648122865003919,0.4480834855585776,0.03304094179650474,314.0
0.8798955988533359,0.5830832016024661,0.5611568386648715,0.08458360552404331,0.6487421267693476,842.0
0.13883391455143457,0.40549509813933826,0.08258071820492485,0.43076937079758937,0.9533894232050101,968.0
0.8711321700282363,0.7736500337069458,0.05080448351465772,0.8477086629759745,0.6583679700906199,840.0
0.4155496833075628,0.4220459150733208,0.026183766986644375,0.31037726082532857,0.9089020186322846,463.0
0.09123530265905488,0.4573054959643845,0.024963359903122928,0.9632389437911599,0.5919617516594493,942.0
0.37433262836729153,0.39350631539952186,0.6873289302518396,0.3575694098281126,0.9477404945525438,895.0
0.4882502439961326,0.34305437596521604,0.4158744955430682,0.01685436683356123,0.08234094674190351,709.0
0.310576663340851,0.730974276597425,0.4955720728237881,0.927196909351065,0.034679801471017346,705.0
0.9904801334485155,0.19636073380522734,0.9484484422006475,0.2882366226294011,0.5704620784537634,898.0
0.49203193339756346,0.602670081687119,0.6253169673190984,0.11523033630290747,0.7660505470772133,196.0
0.032022190786432425,0.9153380737358824,0.6730322198436679,0.09867401718031865,0.6470510927816381,227.0
0.8503460937649792,0.02304013178313913,0.4791737191487111,0.3913263154960077,0.7671243868237864,328.0
0.5763057695097203,0.0551110043314762,0.05335841998178048,0.9785818237703714,0.052792945433323024,86.0
0.7654635903056262,0.9334806720496268,0.6302755703559552,0.32311550922414756,0.6126125879270637,770.0
0.22314096321834553,0.6641033413968601,0.9111129937022118,0.7574448607353537,0.8454498245869392,900.0
0.9907418633676129,0.2570825676959517,0.459325572891226,0.47256811580878244,0.035343132504807584,871.0
0.6868159580779928,0.8846341259441883,0.6071562043272948,0.30721953616636555,0.8523138083437629,447.0
0.8485929924439811,0.8106835827657045,0.7204177565465424,0.11171172332015789,0.02912721980729438,666.0
0.16802554046135265,0.6102323694947498,0.7417309753084905,0.9042645381127858,0.45803295728695126,958.0
0.09725695448544336,0.8173409961184133,0.1157769143967814,0.34066274119957485,0.6944250216649027,880.0
0.234189998961009,0.4209148992372974,0.3631882857178208,0.24733871666039364,0.1278820712919837,545.0
0.19993329965229556,0.8680647852413779,0.04233074331713971,0.41283874662714826,0.31319708245891764,809.0
0.06346554705300689,0.6799910919377317,0.7995798903159284,0.23301711448150253,0.5533768667538185,87.0
0.04644960895379302,0.3772111118400251,0.45643577685643355,0.2820020993917255,0.6675093916193664,478.0
0.2327703935252744,0.507433940106898,0.25509487746493453,0.5087220626100842,0.5375563820273305,877.0
0.5531948945047982,0.9343456230715864,0.10042577340660919,0.7406962290122137,0.9679396100750586,457.0
0.1252468077568767,0.6595626517200531,0.45400736119735063,0.19552856790551443,0.04891187431362232,131.0
0.8800727674173258,0.44931507051711594,0.39797322518219846,0.2708285786367164,0.15392216638681266,332.0
0.9458846475820447,0.8766430589607604,0.7048280508805645,0.5927972201653926,0.7178766507864216,553.0
0.8198878294437948,0.19031996880109858,0.29338770247632395,0.5487493087149274,0.7667355244453063,300.0
0.28829566357525305,0.5231356423091934,0.5648631257124338,0.3637585355039358,0.05010155010685147,310.0
0.47965207115898767,0.20824469046780814,0.028060039186648345,0.9155419583344857,0.234306761883061,973.0
0.7914753395346787,0.13241458598826727,0.47601300151810466,0.5675504240566331,0.27306738017172105,53.0
0.2256997113600867,0.5407367240012354,0.17776004160319325,0.048399879858163186,0.8416971679382548,964.0
0.4455719445734053,0.24950144747360958,0.026007354068857347,0.36199655671962994,0.4914839521232911,193.0
0.6248369145722732,0.5485116259758613,0.5336949670361452,0.7635964573081896,0.058890105999995335,397.0
0.9838854863213687,0.8133415489776379,0.9962016684230328,0.3445517332605389,0.38481683934559674,677.0
0.8478686933241958,0.7808499723049267,0.6039979922440036,0.680293776304698,0.4215902643779976,420.0
0.9207745411731316,0.5944792081076247,0.8495679189083428,0.6436486725224749,0.04766963160501736,605.0
0.17458866599698997,0.06313237924583703,0.4007699956091224,0.7249590888395063,0.5228750889083243,868.0
0.05757097245804854,0.14049222940326767,0.7303966329624917,0.7114092471817826,0.3165736938509176,799.0
0.5816200176292519,0.4229795807280692,0.5830736431977671,0.2505531812318862,0.9074468426468335,304.0
0.7187803611404083,0.6538670966595037,0.23381637700683322,0.14903253320143484,0.16731527442215888,117.0
0.5877067494933449,0.6114597126295248,0.5095304860780439,0.7852704525418784,0.20776070644042033,340.0
0.2218090215191847,0.9808218347980419,0.8234157782258085,0.6465878579737188,0.31858087817317726,185.0
0.508156449422713,0.5951090457514345,0.6504072168346079,0.5887399644739604,0.516754155848269,568.0
0.787522367795177,0.9553890562561222,0.8666389188601209,0.6077777031117202,0.8653336047720795,789.0
0.4789603420042686,0.5337546318038701,0.0442954184645995,0.6590738178530028,0.27432917444795835,680.0
0.8027248352931113,0.7933676270447257,0.6303894363086676,0.02639113444416752,0.02824227990252004,59.0
0.27791636649458373,0.8633550220024471,0.2887814854381471,0.01915220526943595,0.027367289116025595,750.0
0.41102364363563204,0.06987952602798608,0.5308230156553619,0.5989413185843526,0.7914129714879329,892.0
0.34515969132758884,0.4499501770091906,0.4080290712899103,0.5551279865832301,0.019285482048277403,668.0
0.22678651511691006,0.13223281231086714,0.6044801278825671,0.2844480015872708,0.10700018046086457,982.0
0.2803632666123592,0.1547308500046044,0.4524900054975284,0.7169711412252399,0.5578683502013155,269.0
0.7633536517612273,0.9428613714727397,0.30965806866556433,0.4466572553189152,0.17308353386247122,430.0
0.023505679116227918,0.3881642011209424,0.6107224865943387,0.7886341511190796,0.5119078855373267,439.0
0.7881150457795226,0.2502973444701301,0.12863300827986635,0.49811827437642553,0.7674606376721745,355.0
0.8456296385085157,0.6297360100173156,0.2842642617977875,0.053157926511991915,0.6740120507686577,459.0
0.9467038468781663,0.43852816753309987,0.7218548949500657,0.2202362596964228,0.5999188947352697,393.0
0.5448626697596308,0.8691764777344742,0.035784420736636346,0.36535352968020307,0.13261815305421387,356.0
0.16656723765881354,0.24062805035934198,0.8384200307694243,0.06663178232946676,0.5329079697404491,298.0
0.790289533235272,0.29946128423638196,0.043726026670182105,0.3480745355404453,0.3909261362704045,81.0
0.613597923866998,0.23930298442082432,0.06518347948291126,0.43066159664626724,0.7240500674591962,613.0
0.0014477831675837605,0.0851509670312045,0.26491877930825347,0.4943168134955922,0.7810437603795223,308.0
0.21874241626225055,0.8650960683008216,0.21236331473968506,0.12547432577459627,0.9631011655991225,468.0
0.7194355669722233,0.6791443873812069,0.9574928163717008,0.8978667712958381,0.10205456241195576,533.0
0.16593096231681081,0.04643638922011473,0.5762957212234836,0.33454928148451146,0.7443084748366277,873.0
0.23599661907879066,0.08887945024732558,0.37136212072704444,0.3430020894750242,0.6555674039354611,258.0
0.8029174029378049,0.2790364735507984,0.03821653276385273,0.543435238999077,0.7744244406217284,202.0
0.7618159831898582,0.0721867840665622,0.5396315452936062,0.5874211413703552,0.294453248507607,325.0
0.4850071713775159,0.9195910531116255,0.8597108096981978,0.7477086183888101,0.3450618976151998,561.0
0.4553713730792358,0.3364878489917519,0.45756974622921653,0.7587187311622146,0.6795099739636772,831.0
0.3357281482480612,0.9347293890978324,0.15450242469755637,0.17688915536590022,0.2334710516002274,512.0
0.1350126432016051,0.12829350603887857,0.15472555355665862,0.34084539230648714,0.5623537728123785,478.0
0.826426136726977,0.9191278252699696,0.607090745026301,0.07322531002897958,0.5919987799518232,107.0
0.2027915123655215,0.037979875028815724,0.8608911271072274,0.05666940562873335,0.9670250824324592,991.0
0.8230101894545574,0.4925570379533931,0.4766002321439079,0.18136041004672265,0.1896720499011868,202.0
0.6270910420847079,0.5542754438720522,0.7404852538249359,0.6982284166690282,0.043698805049320555,298.0
0.9433276555725153,0.8541914391195843,0.6086537382629396,0.44447812359481076,0.33133493276399284,733.0
0.9806528556850157,0.610029993117051,0.07020759961038003,0.2510735504704069,0.26990529662316065,778.0
0.9340298357588197,0.4903744259993401,0.40800249605177696,0.3823803049828559,0.8874389834212022,60.0
0.38924432392079167,0.3811739062974332,0.667340449293975,0.5330092710088891,0.1641739565762007,474.0
0.9658312180856764,0.7547868334639767,0.45960132295997536,0.180937633926477,0.37373945243485485,255.0
0.5280229320662164,0.9320791753663584,0.1779005561425887,0.4968460648744498,0.10927196585313415,680.0
0.23148476728513534,0.005511733808082786,0.7044701186553914,0.43718380992502326,0.22894321229769066,696.0
0.24611276067808296,0.4685464875855818,0.7145973809426617,0.9666291594904155,0.7400604364261281,270.0
0.9172111087680093,0.8859523425857868,0.7736965993601882,0.009670563582731773,0.5866764283003493,815.0
0.560376801797168,0.15197575870279578,0.28202684843494485,0.9199195326507195,0.5611752377726451,65.0
0.04795948255973059,0.46944926238923523,0.5964785381243891,0.03772594643311966,0.319703075460557,120.0
0.4872006069569508,0.6916723601889393,0.7144793342623015,0.23368661531538748,0.6998763198080994,213.0
0.8604678369106528,0.30164802034218685,0.3970910272095993,0.4028934138843,0.9578425862495026,228.0
0.29578499074909814,0.5150371220346404,0.05246364569522621,0.27619200555998025,0.8073828540454501,721.0
0.5898796713958995,0.03876042584479311,0.8650007062214231,0.9191289505960408,0.5039153281130948,298.0
0.832325954895759,0.557545381180367,0.6471665369492131,0.6053148807571522,0.36251623874862604,805.0
0.521964063835084,0.8861116757826015,0.6005149522949778,0.40393020736060936,0.8898391996353915,498.0
0.11520095150966059,0.32188043878206496,0.8428553462457308,0.20586239186611588,0.8519122575049826,791.0
0.4693124940329584,0.9878292784304756,0.2888311527653902,0.15116298113024207,0.3507297745291329,956.0
0.7923465497872308,0.10330330083152739,0.50437452062633,0.6304365563927085,0.3186147697352185,300.0
0.2132570947594018,0.3502762281462174,0.42877043587925023,0.2707283799515061,0.42636994503450876,860.0
0.958497105646106,0.7837250389131304,0.8764500799888875,0.37094867858081726,0.42104985838773756,649.0
0.706328112194918,0.6399467579515825,0.731267080739251,0.46364298712676877,0.6472685754994049,268.0
0.3667616634958648,0.13139174260351916,0.7037912325390298,0.19520259809236362,0.871780682300242,159.0
0.3275435557314986,0.6055579743541895,0.8831364308441629,0.9070626409404488,0.12644684009708151,143.0
0.8169515918014114,0.24879642935247326,0.06253372307297234,0.291275810348921,0.7022168632094529,963.0
0.6544795681276767,0.967025404185729,0.241381639470734,0.7155630532358306,0.5832882646119686,904.0
0.4368418630092733,0.5841514491007513,0.9344369504685662,0.25405815183337954,0.6799089531232143,996.0
0.8879016472684927,0.7052478089018663,0.5060085077909386,0.18820996917212107,0.1564893622228558,538.0
0.6101221212803256,0.9162243596837337,0.6894193798035257,0.8520217137975192,0.08794159608422858,761.0
0.44299519103725704,0.9562328435662815,0.8581754799839673,0.7998336980356385,0.027670372826738787,374.0
0.586830610884454,0.17840108632695506,0.6091726029637332,0.5960739452634475,0.24329376600815134,734.0
0.6411468444097402,0.9872793578901209,0.935651023262809,0.3227921914970092,0.2601020179641885,415.0
0.6909579884695796,0.8547480631785823,0.8512016273173715,0.6372441337950211,0.7138469565342493,871.0
0.71439046364973,0.19854855824683293,0.44789219912816725,0.5690145887863562,0.9747558843422154,264.0
0.32215496104927444,0.30086682050421587,0.38411606397809417,0.3565768387715501,0.5190965844044818,483.0
0.4904889498595595,0.6688354925423906,0.9412682692225978,0.8832188601538308,0.9240853242038464,666.0
0.7812160688407831,0.7374173896429471,0.1671318529774004,0.8792702737026007,0.12241365801069848,51.0
0.4007948420202727,0.09500544203013717,0.8419278022780174,0.8655312179313215,0.14671414721130738,916.0
0.8426592943648357,0.1504710219215767,0.7742963543596766,0.26445231677007497,0.4176642850770307,255.0
0.20547896815662092,0.7064934999693153,0.6761506724359061,0.07639240826296068,0.6599412024449056,729.0
0.5806904144337349,0.9145098478337174,0.20514816953404458,0.9955963108356021,0.6904917610168355,751.0
0.12728885743699614,0.1817223689602343,0.45869732935553653,0.26884879376186266,0.2854908788805559,902.0
0.6609284754054032,0.3060090778872785,0.12125435583248212,0.4630113723264414,0.8762461354935777,203.0
0.7292724953147451,0.8107475021749375,0.9490870119943455,0.3227853266183083,0.5731091793003636,328.0
0.8292739453221425,0.3291711693287438,0.5795475256688368,0.4598333858914182,0.6515058637900127,413.0
0.42476261732451814,0.34236140244034385,0.36290174609388137,0.7938168635558502,0.542610057591952,169.0
0.6674626558435204,0.20898179634442626,0.7456318303446111,0.9415237196298021,0.07561776453404867,684.0
0.7594228587222681,0.05766892317641803,0.3019914049482203,0.7187122545896452,0.3104341335272498,328.0
0.9482531275819368,0.4676667714785582,0.7723862721307794,0.7849828788298386,0.4186741079609875,354.0
0.4915598635945019,0.3202487808713802,0.9092164030038613,0.8647306356393981,0.36013151507216756,927.0
0.736798676624516,0.85607119268412,0.010589162778860017,0.14713194118911033,0.22700439351917145,683.0
0.20755998534269737,0.9566092665218857,0.06956087134787814,0.3349964995835706,0.04438392398308855,964.0
0.10484814748868398,0.845526751325184,0.2311661034728386,0.3108560944353891,0.9445795366904975,345.0
0.677049056607354,0.4561422775763545,0.28248359959694047,0.06764147346300653,0.04460914961907825,156.0
0.1588068049602026,0.04260096125883839,0.44658864706114787,0.6505360100384641,0.6896283608133008,942.0
0.4315767334980698,0.8895684698055196,0.2332011058479243,0.6813358900824921,0.5509709188315095,724.0
0.794009623970885,0.02406451229376838,0.45277375604020453,0.6779849158002732,0.41395174636499976,824.0
0.7975218106865823,0.32482813356121654,0.8714287256540839,0.18779962672028838,0.16869297286954688,523.0
0.4132532267262178,0.8550409793763228,0.5909557606207212,0.6584452301343813,0.3507689272356682,260.0
0.172668909003856,0.03795423759347205,0.8964517571670658,0.15975367618899117,0.4002722630992731,664.0
0.8847054297140466,0.26988114807242825,0.6462616069815116,0.5293272298786589,0.5815812499746699,439.0
0.22569498226714946,0.42245322424463005,0.6848323792969582,0.970861713088684,0.9383217296102815,786.0
0.5629337609577566,0.22487939062915407,0.4136848520698857,0.41459301456214437,0.14311509703475556,65.0
0.14666029947490422,0.6254708360881662,0.29489785143011804,0.7295268303570981,0.0592956724324577,657.0
0.06335047010734574,0.8718287604314974,0.12105383469674746,0.35513720276217187,0.12076028852921361,999.0
0.1963779295724244,0.5363052671674362,0.02878376673502303,0.1271808754628203,0.18385666870162365,227.0
0.17808969664408625,0.09149690322659221,0.05939322813539438,0.7007660384595785,0.5900622845744184,328.0
0.7203710113480862,0.9488224357985042,0.2817992661232157,0.21161970818766163,0.7733821628832593,730.0
0.42238416241088117,0.15850268680386026,0.5232294359356924,0.2807500872382177,0.10007301108715672,557.0
0.7176546926931503,0.8314648976787994,0.055265637043470095,0.835701395772557,0.0035770608736623855,559.0
0.24301085990586313,0.29488603534108726,0.16744780442592988,0.9493329142856358,0.9911362138195599,373.0
0.9827810230156224,0.17173927713664383,0.25677806734852504,0.5708003621248533,0.7093285046105169,927.0
0.9908942966518461,0.5181134328268554,0.06080189204239794,0.5312882937175024,0.967588074097875,542.0
0.5261348910865595,0.007132296771014901,0.289089820341649,0.6899895147433183,0.42764055374214305,798.0
0.8536104580780209,0.8238996563152529,0.9146072730526673,0.5918754187008046,0.01900861725172276,291.0
0.5155446307784696,0.5891532361381256,0.662192891341312,0.3959391243820062,0.9552797369530437,413.0
0.07092764206453106,0.8506298903959172,0.38041344250447817,0.40744395884761575,0.43861789838072573,629.0
0.4143283170214208,0.40152346613919887,0.8231530868697812,0.5065423236343606,0.23954017694024532,696.0
0.24671851669193767,0.4350728983960077,0.39474114584579456,0.1605119363328008,0.21348065961087925,733.0
0.473777086481844,0.7212584681099504,0.36781516050876495,0.8227687722929746,0.9503267094426733,888.0
0.377225809349758,0.9690512173650947,0.6340967837402178,0.7135058039763887,0.580885060344464,998.0
0.8270285755156273,0.33992205520761165,0.7485885827585778,0.79486632727281,0.81388889526534,320.0
0.5451817834108678,0.9475001786768388,0.5375304349330324,0.25059045678138603,0.10238800819464766,953.0
0.35151119744438464,0.2508072716900608,0.08016192624045848,0.8638474074345373,0.08578278010507578,739.0
0.2451653140566632,0.1533508422592943,0.10131571090139235,0.31096838113554404,0.8060363667180083,881.0
0.350793072290406,0.06122438829778298,0.6230084750788039,0.7454829576251099,0.559809381394399,133.0
0.8837110224853163,0.5027806706902034,0.6888126805956242,0.6837831506162265,0.06868705492628624,820.0
0.9738757952760548,0.8085873874296835,0.1557033083727285,0.8821029820782783,0.0660923805999396,776.0
0.9082275385936348,0.5679905254200047,0.23453138192829825,0.7346051628641919,0.7597037130143789,687.0
0.6683432457333319,0.3778037164857798,0.5948017722370944,0.37411235958595357,0.6387314109104216,258.0
0.9378020470665667,0.757177549185202,0.7651518870219165,0.9774194210655233,0.49581824666286967,274.0
0.44123795604686056,0.7848099781081341,0.3016310925855894,0.865280082254784,0.4276824517939505,276.0
0.823457817939666,0.30140975202186493,0.2880482319563322,0.4963976588932737,0.5901280495369362,278.0
0.1440359274329367,0.9448117752694607,0.9794447822979275,0.2610638233042071,0.8644295455640524,495.0
0.6709892005939424,0.38371840663101775,0.8578427777642668,0.14546061235527374,0.527771330053289,940.0
0.3012307151638757,0.25831738086213263,0.8641580244287503,0.17914932454250942,0.07454449511341765,64.0
0.5177427328129578,0.05664043674416119,0.639392892448675,0.8776169087293797,0.5042098268497042,128.0
0.21122942045750293,0.596629229699082,0.16872597207073903,0.4337263097539247,0.03857020081107121,61.0
0.16795142536965868,0.41732015344463025,0.25303962403485325,0.0054324628619341064,0.1521343153503505,514.0
0.44682644451882325,0.5370621087447573,0.06208044191754969,0.8309327465888836,0.5754212026912231,954.0
0.8108175288756496,0.8711579182733961,0.882730792534031,0.029226598637727697,0.528695781394608,731.0
0.8454565225007901,0.5996141684977017,0.03432231382570594,0.38395247221186946,0.8413432542205554,227.0
0.7694843558126881,0.03819072677644353,0.5439708930183007,0.5060015730175211,0.9956130180878048,934.0
0.635509050995497,0.26942165602878754,0.6028267800433335,0.16210679446692522,0.6079466838686166,737.0
0.5427703990442716,0.4211831567924299,0.31141724176881647,0.12237317927790681,0.48985958011954656,985.0
0.28073203933016133,0.6914061697594349,0.003494063405293346,0.1318770517913671,0.3287536978629588,62.0
0.5888672351123972,0.2739569328794944,0.864974158177959,0.6143696588087368,0.1911516935411266,980.0
0.41080727010661555,0.34870839995831227,0.9376608346369538,0.9373497988274831,0.28803449026071215,741.0
0.9839370402476629,0.4860510615299144,0.021435917686428163,0.5238945179681462,0.23870674467432085,196.0
0.7097690108658615,0.31414720659633577,0.10853081894211047,0.5338213467752523,0.12253647766625075,989.0
0.2061005885788172,0.9528626861606949,0.9475100833094938,0.08363049117943178,0.6160683411627307,591.0
0.4652744204380189,0.7277165923820845,0.32080619426469925,0.6346205836384684,0.7992062007182912,187.0
0.8360773776800304,0.3710706694475737,0.7544577798540755,0.13061860453010343,0.7497061112594816,438.0
0.3835298914216254,0.7496211535311937,0.12568668163582963,0.49203990084263616,0.732511744736733,313.0
0.8448178440083642,0.881838895229465,0.49179339674987643,0.7408123339302324,0.9465750268707439,123.0
0.03380806444404649,0.9841743024063723,0.5856444548809868,0.8711176176442578,0.5494066256855059,426.0
0.5641500659572182,0.6172584115771276,0.310486296521283,0.5386425752346715,0.889897470126743,331.0
0.14571122576108408,0.4398674583301828,0.004421710939742529,0.09946701773146005,0.21428116097242478,746.0
0.022547037201081865,0.3267174651682212,0.7815269238214843,0.3214748561220876,0.6889841012066436,801.0
0.9476266613936879,0.3109008483452784,0.07714556402507733,0.6880823190118555,0.5167480887226448,789.0
0.09800508841179512,0.49038072720530124,0.23009224658461636,0.7705683684786223,0.920443030977234,256.0
0.06768546495995453,0.9691125487893012,0.9799820198872797,0.1424740813703722,0.40068818230410985,300.0
0.8179301960305848,0.2006564556346404,0.6221098996869474,0.9737527863713542,0.478208723407059,682.0
0.8846742000528467,0.9723388338852305,0.3914038793817356,0.8126782251305512,0.18998893433826536,201.0
0.11070861942202515,0.9708843038761291,0.38124741018173325,0.47551022463043646,0.7936816426730869,656.0
0.6751245265300642,0.9929246849669215,0.5252814898723931,0.42486051131169267,0.9944747845338183,57.0
0.03621301932079135,0.4125430343329871,0.3969935877120776,0.9873310460296995,0.054055086217907666,752.0
0.8058338352190163,0.8817678238498134,0.21093642838451265,0.8444233598946809,0.7841133315815649,803.0
0.43231118098769117,0.9603280861951865,0.22983540743698783,0.7522190300421667,0.03881610642931632,178.0
0.2736300454670594,0.17511033688464261,0.8797688847225116,0.9927792515112501,0.0494056459689004,434.0
0.32641676053905666,0.51737936873394,0.16987996789668836,0.8282550370863251,0.968677718906152,693.0
0.7068682129396231,0.6426954168514579,0.2551142185722173,0.7584444401170884,0.29040207830407294,490.0
0.09870411306202098,0.6788665449962988,0.8271245819578765,0.8611431249100052,0.7337519540329942,521.0
0.5402094601164411,0.8167746590991436,0.859597704441498,0.48569304342534847,0.06902749147783027,804.0
0.5513534071690024,0.8088149388937804,0.6388680542128302,0.9807448615691732,0.6199146702455235,501.0
0.32472275661355177,0.4893517426776278,0.8050921875062835,0.4219583965060354,0.4379949847247234,895.0
0.9413420782532005,0.27595496090682914,0.03090631520939613,0.23848065005307417,0.9164130847582985,979.0
0.6433371116513557,0.7953653261929324,0.7145542892018069,0.25877953802233244,0.46836260600836577,251.0
0.019246985909691094,0.1033974075513252,0.5857858898065418,0.8372649280318579,0.865699515525067,503.0
0.57781403088451,0.42968807933239084,0.5793885439250657,0.34880603270485566,0.8628399867692252,324.0
0.856466065646192,0.0016260584390883626,0.2905357092111317,0.2666885657637835,0.6179446518927076,249.0
0.10981688123971878,0.8926315215677914,0.9365150526701902,0.3354126190797013,0.3963620852096117,424.0
0.7067259316551642,0.44294235072280186,0.963761935345721,0.29713097327192406,0.9517180385467966,908.0
0.9726742765940983,0.6633002882945541,0.20416556692142973,0.4128096236621188,0.584625132719662,605.0
0.8501359480489817,0.2629513340911709,0.3579494211274572,0.48404874906010387,0.09156869627992126,797.0
0.6524363723292527,0.8995597281828985,0.4594182336785493,0.739200978811656,0.9890803963280906,853.0
0.6174639632217493,0.5128326457202349,0.11811348936711197,0.2514483122328085,0.7618031265439127,307.0
0.4500780587506118,0.43527353675388725,0.3471804649941498,0.5537351640009971,0.490447461473675,986.0
