Location,Population density,GDP,Urbanization rate,E-waste generation rate,Inventory capacity
Location 22,885.2639843780846,8163.60948907509,0.5536327492887734,0.08134218850678361,487.94892093334147
Location 23,369.03124395400664,4608.928266999347,0.5841680590985823,0.07876374679803363,1587.7590366854113
Location 24,659.9208707069109,6562.463429037594,0.37399951079042637,0.06725446790272607,868.9622344208592
Location 25,729.1801718960322,3686.2157807532253,0.8831817528856027,0.04844297901475624,1432.0391506412598
Location 26,1124.2559082138416,5758.530088057082,0.4293260774045881,0.16334358644527064,1467.762974366914
Location 27,1486.2394933208861,3830.1083796899047,0.5993160310452513,0.007415847476436047,1591.3136256422213
Location 28,1045.8589644290769,3989.906942854006,0.6986199739456027,0.14632314492187376,821.7119141229582
Location 29,1539.4703880781385,7284.817670708949,0.48917228860705864,0.04420088022634645,1273.3892959516484
Location 30,1512.8247244871518,5957.124563423952,0.1620987222387409,0.15383805865634853,446.5130481056266
Location 31,1360.3494614627646,2965.270465331412,0.4647510265154477,0.1050134828576248,1188.2680260633065
Location 32,213.6696199386239,4884.531656980071,0.503813894738554,0.06599539104279314,1578.7582503542012
Location 33,2099.3191386828794,6641.770128687742,0.41257006889501013,0.10622749021881753,1282.472000910649
Location 34,1337.393448184188,5869.950311895557,0.5473406390783578,0.14832313663592467,692.4612364782128
Location 35,1104.653192877909,3787.164834830013,0.366666243218138,0.09070812532900963,172.44414383872697
Location 36,1821.680673868856,4344.204761049736,0.30830631424955046,0.05404785832146265,445.37942966964624
Location 37,989.7378268343722,5708.8086433543185,0.6350986155041248,0.07497374782860308,2001.8510873356959
Location 38,490.24996674619615,5588.115683651475,0.6008759115521549,0.10647547851490953,882.7705451168541
Location 39,837.6449646946362,1542.980666008416,0.41882387303436813,0.016573839640440374,1508.722001547671
Location 40,577.53296480359,5371.708656657338,0.6089910000232017,0.16879597555608755,1334.182223666109
Location 41,353.80592018880134,6492.079884032295,0.5612150049837694,0.11016156879285392,1319.5868637865408
Location 42,812.435745478628,5092.873475410261,0.25311827603755205,-0.014131109954826249,1598.8111450031047
Location 43,1182.6397882276783,6428.821215828758,0.42693992669328573,0.076992844003628,964.9923552118908
Location 44,1194.1578230891714,4682.7944103067075,0.12973649321932146,0.18692376501541313,298.3494344837253
Location 45,535.7388790488626,2620.1554240450737,0.6673471783210282,0.08408456521435625,749.7292396722211
Location 46,1658.639422844416,9082.394414499555,0.5477769974335398,0.19215429454315486,1108.726079400914
Location 47,1173.0394959196242,3421.2523620731517,0.16849876262821017,0.2023812912732469,1620.2359667351593
Location 48,1505.3390246374886,2820.9889187743915,0.47816898851288236,0.13015394838207778,994.1498243533164
Location 49,269.65558279336665,6002.38248385962,0.6979956246193624,0.09551179675624837,1758.1755223684668
Location 50,573.470662369218,3196.814890997687,0.9540251046685095,0.03537166749975107,1055.088708519233
Location 51,307.41975766455596,4178.352005884655,0.6901021808165957,0.17485487611723344,393.8474352430709
Location 52,606.7442447543348,2995.1263504699086,0.6818304632864107,0.07818568440172946,915.6261876921966
Location 53,823.4582148563219,4843.163462407257,0.9317982960413038,0.11307951460714259,1293.8642747129334
Location 54,779.679722479049,7041.921711991052,0.9687613276043765,0.13399924717067266,1212.6826708967812
Location 55,1274.7548004780974,6578.086142421257,0.5140777880805175,0.14499974691487333,1577.7597117528476
Location 56,970.4276005170167,6315.025725288118,0.5985152107612153,0.07475014065174204,2084.295835695184
Location 57,1315.313348787904,6976.382421657004,0.7601246879431092,0.1986444983854541,567.9092546863546
Location 58,-83.71461934997365,5855.5846033067955,0.6350355916721697,0.03716323865273803,25.07638663054638
Location 59,438.3878617323837,5425.199483748211,0.6186513036076204,0.08543044072011115,526.53846977111
Location 60,308.4886081450418,4257.8334205161345,0.5247980652796733,0.09611263899455495,545.322125738679
Location 61,757.7545989143678,5817.9827470374985,0.6023480411254447,0.11421529204988401,712.7433138385913
Location 62,-277.28488770911804,6204.841487608339,0.8460685860309782,0.021837301998596764,-503.2357309047859
Location 63,1310.2509783414052,3904.8648319435288,0.611776634082497,0.0495194753873611,933.7758431666474
Location 64,799.1278781664245,5092.389204133405,0.43022374529158575,0.08463254538626891,1510.7786469167174
Location 65,1213.0698087281544,3383.2111602745185,0.923579579323923,0.0010689797377690657,839.5425292218879
Location 66,941.3563494297471,1631.2548638111584,0.40732274914990846,0.13716073299753787,589.6204953274905
Location 67,950.4684197564668,7478.9907694115955,0.9807225502970562,0.11162771978683124,321.0752322437088
Location 68,631.9444272976283,3468.4527439199,0.46539676960197657,0.013547004875131871,703.4570038269866
Location 69,756.8320448950512,1019.5012210174873,0.37275032960588483,0.11871954033119897,745.1058354390475
Location 70,168.2347587144992,863.0753533887182,0.7143508413558686,0.05779082256282915,752.722327039764
Location 71,529.2226302559262,9484.654932175567,0.5755737068988717,0.12606198889837913,522.6547582729652
Location 72,493.6050614705961,7479.224539992385,0.5896124286536528,0.11843563711705436,1301.3125691852106
Location 73,1146.95926870515,8249.033914413962,0.19691312121620985,0.06873359782902339,305.5802582400552
Location 74,923.3054342457754,7581.519048655476,0.6440203819655286,0.10187123355699577,688.5662050395251
Location 75,1445.9422560946982,7089.304067213268,0.6017359490074224,0.04187212123648083,420.9944432434818
Location 76,1390.5732620339847,4702.869452174903,0.44514092630298124,0.07009532095289635,1061.9222823898167
Location 77,599.6337315872613,5591.515624651836,0.8056548003644599,0.1143093392252539,1538.7886534872912
Location 78,1426.0964926476966,6294.630178011341,0.5546552325640131,0.13328113503776665,1494.0124527359667
Location 79,775.5542101026348,6291.198445050775,0.2328022807847523,0.0755297129105786,122.35062601362165
Location 80,1491.2456304630505,3291.5109842810307,0.045510483477196884,0.19027669178730933,1176.3208318729337
Location 81,923.7623895161017,4243.3739244652525,0.7125338870536612,0.1962134770732209,676.6680827455248
Location 82,791.5263139771141,3102.2289230767215,0.48568527380691995,0.06413743729035178,572.4090925996954
Location 83,1665.013253620974,4905.016616539979,0.3146380255410428,0.21067473378379256,985.895478290299
Location 84,981.543577605987,4458.275494819657,0.7198185598391564,0.07786115887209435,367.36638922218526
Location 85,557.6348366965839,6582.777041641304,0.45476259359955035,0.12710091171057597,938.1317596953595
Location 86,386.31606231965156,8116.220808641424,0.6963204032204355,0.05032646807686578,780.9229282363532
Location 87,-425.08083071388273,8122.435419723949,0.5124278573625561,0.17968700746080477,1454.6870576995157
Location 88,1628.8785695743934,5445.563158843802,0.5536861462721954,0.06159587201428643,1515.3294497198272
Location 89,1032.8463591808634,3720.4564344928144,0.531791597693622,0.12033058326947865,1174.7975880874226
Location 90,599.7299685724929,5496.222894391315,0.5556648658130765,0.20032395668442557,1120.4402371915187
Location 91,515.6244809902277,6100.950494810492,0.7190479177009245,0.07143296079354455,1023.5216972152733
Location 92,1203.8355617045042,6357.742346100971,-0.008697059726903489,0.04848383085122571,923.9783115642679
Location 93,1708.2995666758175,5860.150851855298,0.2586334667673371,0.11383906377390375,1707.226986758329
Location 94,1358.610644634598,9346.002091929287,0.333534105958885,0.052738850547550085,367.22328545666335
Location 95,400.6048159108559,3783.114005038074,0.4673618381663545,0.10132671063227341,977.5958888477272
Location 96,918.8700607952773,4625.662689503867,0.6062843932837353,0.12329047117252923,274.1825346678178
Location 97,1409.3208684583574,2689.4961770857526,0.5140994761885191,0.0654358282335142,1000.7596488464682
Location 98,473.5735749979352,4342.404659876328,0.6444795923496933,0.15851581475609833,1665.2538653583215
Location 99,1518.7425374798104,10960.379063918674,0.410184472601696,0.12694086888804001,1022.5391078026404
Location 100,1274.4462744961452,8109.667935358637,0.22852258415027654,0.17001964784044094,1252.7620868942577
Location 101,701.536335971917,8408.074972775248,0.5925308407873855,0.10903620749332865,306.16712840810817
Location 102,1570.6503467088944,6069.699274469266,0.7415270617580058,0.06176703920871682,757.8912568033691
Location 103,1653.1007554242901,6707.219602661018,0.6104155613838282,0.061235196747241344,1092.3515128814884
Location 104,318.099400793182,5803.387999505127,0.1496249308793819,0.09410913894683406,1613.7333364617834
Location 105,1668.38483935006,1970.555933720938,0.5815244976811312,0.06469423294532307,592.0608363375618
Location 106,716.2552249377114,4155.7006189704925,0.46738310264866356,0.22244804730928924,1396.2944258568275
Location 107,588.0259352860556,7973.851369726683,0.06581820424327167,0.006190366410101317,1117.937522803751
Location 108,561.1874268584138,4974.982691851982,0.49449252947343936,0.11312241714769325,1313.9794897918755
Location 109,1116.2654372712611,8483.893701943802,0.5326849531086456,0.11664411197484606,870.6214525489573
Location 110,1589.85799777956,4625.669988280742,0.46426363316656827,0.1375042841220329,958.8859488793375
Location 111,1404.2659739691576,6533.585830706319,0.7765121578481742,0.1048889168102411,2030.8341058695182
Location 112,457.10460987879765,3865.024474113273,0.3133916038178101,0.12175856827101987,467.10933829496526
Location 113,963.6087813100429,4380.171612009558,0.6429633311177558,0.15383284708453804,620.251084601016
Location 114,1959.9932251698351,7139.188075474303,0.5942576271563889,0.2131338476631692,1524.0070771169303
Location 115,1510.4750452989374,4553.950733094265,0.6924021273881077,0.05324366273523286,784.6886997196083
Location 116,1037.4495121168782,3593.373815998507,0.7345658317267648,0.11073917067691941,908.0214676806817
Location 117,646.0411572263105,4299.137984483864,0.6931492092281052,0.12221217485058768,1638.1347263198415
Location 118,279.020509295479,3967.8296629443103,0.6404243999916921,0.1264176158650632,1365.1020031363298
Location 119,1286.388570519204,2750.9074011602884,0.5501402487172045,0.04933416659002311,930.413956501335
Location 120,1627.3348271002371,4556.423891894874,0.45728965193976556,0.14393271364265517,217.6088969146856
Location 121,573.8178886811759,6441.881423845147,0.5632884168096425,0.07712804962575398,1421.8263197919232
Location 122,1363.0032925918892,5034.138920719008,0.15667281954997836,0.1006727606107027,1085.0775291755726
Location 123,566.214715214684,349.31797030070993,0.36299208854253584,0.1291766007648935,963.0390044629726
Location 124,155.07962542078667,112.13753225028267,0.43135416327430764,0.1305017287935479,2153.8318035525217
Location 125,664.536201122639,4325.289455467511,0.5867353846317787,0.07148416759209451,1523.5798618540616
Location 126,1539.911753935953,5329.4076691869395,0.5453942467975531,-0.0178998344914989,437.5752321977683
Location 127,853.1224265871226,3348.7138427610707,0.10268009724372229,0.12481694189898607,1365.1228370916642
Location 128,1073.379916090134,6284.893610679945,0.29420702081067174,0.042672086480166065,289.34490921393126
Location 129,513.7736998678905,3084.9107901189614,0.5948553357514781,0.1821349636515548,1055.2456855414455
Location 130,1857.0703551420677,501.03445253203336,0.30999520299865185,0.025558328023929197,1515.0019459857822
Location 131,986.5548714497971,2152.1305985489926,0.8124893238057269,0.09869359637908186,1506.0541306056446
Location 132,1189.6788395581318,8088.584182516433,0.39598722738256387,0.0656454462520312,904.7385228243032
Location 133,496.2415839017604,2376.7765194440058,0.584972145790271,0.09432079329821087,1605.2302794853108
Location 134,28.341986854883885,7078.7636063075715,0.541560908585547,0.14649704280050224,1725.663157670997
Location 135,1527.5035735624729,5866.285522648021,0.483805143288003,0.16009668548848885,583.0230183237213
Location 136,1513.6028659283706,5623.292366863671,0.4603555592933821,0.061485768375046546,1249.3505524914785
Location 137,698.5553227544883,3627.6263873275593,0.28750577522018367,0.05116407296798651,1436.8134924463968
Location 138,647.7998442104476,4405.129533079744,0.4548429533043212,0.18178702367626448,954.5834958896971
Location 139,1619.0202587167053,5229.797481835239,0.49056769379038584,0.06604288126958648,2170.5074449214353
Location 140,1363.183506811034,6458.458018456025,0.366637289458291,0.12015150258760382,2010.9761797706055
Location 141,1341.0901529487724,10135.619435738623,0.5041110109137816,0.1396400320851402,984.5112776095347
Location 142,602.8323582997668,4952.928215776234,0.5870060739707845,0.06043591362180748,2124.1964758419463
Location 143,2449.365515799713,5829.722323762606,0.276392145483,0.025105970976032663,931.2551644152439
Location 144,245.2131852129885,4396.517013903958,0.3247816740271495,0.07997208897767316,1090.8873592720934
Location 145,1295.5071033985116,2095.584310511209,0.5678641199182671,0.04850697738268185,1170.8058474247928
Location 146,1224.9982458246395,3667.807799656107,0.29746661984719713,0.08350087476174245,1049.2067354347655
Location 147,465.0781792387414,5313.013328636246,0.26915134614347686,0.0701592726823025,670.3513773597895
Location 148,773.710732140898,6743.05085157009,0.39322578603061675,0.1644661010992835,1094.523626288407
Location 149,1113.3648514209192,4857.213577685115,0.5215677550673518,0.05715157854967724,726.5481163185947
Location 150,1651.28949692591,7217.824118008613,0.5437056364042756,0.1404069007448426,2114.222250421545
Location 151,910.15094619362,7051.305173584638,0.3129819897409708,-0.01410314301369553,240.8119172899983
Location 152,1311.621228067368,2315.8221083653452,0.11113923855296248,0.09719564169018187,346.11194554417796
Location 153,1829.7028628483024,1470.9194235531754,0.45490115884415355,0.10472785652722892,906.3367937805775
Location 154,1559.9569600304471,8918.114578428616,0.5155993910318288,0.11472635412187995,1701.184444531201
Location 155,1098.0912703491176,5761.444233783801,0.5174304655948263,0.10640806882164565,1058.8471261010432
Location 156,1251.70270748471,7156.56183483044,0.7709312005734875,0.19773454398329737,704.2901414909518
Location 157,1585.8867721664033,4321.423049617091,0.4741912039784815,0.07346599442284762,1516.472629787782
Location 158,659.6336279629535,6103.9741738970115,0.5473459261090577,0.21419302711858418,1034.0614043570447
Location 159,1649.7639952354803,3406.912678631209,0.3167216449332082,0.07755486453184439,1413.9293594287562
Location 160,552.8164945140009,3287.867940200138,0.6641310925299461,0.0972879053120251,709.1841451205488
Location 161,1589.6316627483907,7257.032898923428,0.7011346955200796,0.1350844301991584,725.8549078887656
Location 162,789.4209232007929,5303.216936466377,0.47474958028648945,0.10684988093380993,868.657306546802
Location 163,553.6589976549315,6817.638755793771,0.6657017989763399,0.11249172699217935,886.3429535609712
Location 164,1805.9385430962193,6387.4540480797405,0.5752297356922934,0.10119498164203115,613.756276235403
Location 165,867.2598076879857,5787.408003686303,0.43320727574483575,0.1766167434910411,2104.6886462842376
Location 166,1706.3490512190692,2785.037626128941,0.7292431110375758,0.12374220850025477,652.0731721723719
Location 167,1456.9793645738441,4240.580139188643,0.8645486302480307,0.08455963977127544,1140.8595527435007
Location 168,1246.1468965173526,4563.571276671095,0.42398633647736217,0.054476736906807766,531.4974830991625
Location 169,994.233309594353,6014.204860063598,0.6940354443929444,0.05292402859823381,836.2644181096347
Location 170,1829.1500023162039,4741.540964347257,0.41997396394263437,0.05600062897926677,1180.9551261524336
Location 171,624.5249382309383,7993.706388948409,0.3007270799820212,0.10740059872235447,590.7127239082824
Location 172,1549.4363423560908,2019.8378872732847,0.5559017504077289,0.09898559594321564,612.5095060873114
Location 173,1552.657001660452,7205.908747479415,0.6309817545660559,0.16867240263875377,1308.6170925188494
Location 174,169.50036285382805,6483.1793417799745,0.4409966747111495,0.19147233527370874,499.53629535432975
Location 175,365.49845854388366,4454.365452190716,0.4764903155413298,0.09866073941676257,1502.157837596632
Location 176,1763.816072164092,4575.904213535239,0.33264977260725415,0.02285154878182423,1701.4527121601855
Location 177,894.0018356814192,6743.734871576073,0.5425232087267942,0.08784140028066909,137.06244981468853
Location 178,1932.8563311165703,5058.463617596625,0.13152311192663224,0.08074501539831369,915.0944124394421
Location 179,704.2600864233796,3996.026444982757,0.5765396976444223,0.15996945461059617,1033.1096554895764
Location 180,1632.8520289109738,3443.09222724132,0.4919684984224947,0.18061735489106123,585.011312733285
Location 181,728.9059330111431,7017.847956458083,0.5518589083526778,0.15197002400576573,665.1964827149627
Location 182,1515.854456591635,2983.6525039272574,0.5057995287656506,0.1551444647658419,1846.460161091336
Location 183,700.4864003376089,7570.622079329174,0.8743865330046787,0.09519146480268212,890.4008911378879
Location 184,1048.6315317386297,6760.137842395399,0.4678885478865473,0.045243743121255925,557.68163539492
Location 185,-61.1179568966636,2715.890381855538,0.6268019105575096,0.09411054216173301,1372.6044855410034
Location 186,116.21557054246784,6456.62437950367,0.474441955988806,0.07833115246602836,881.3672412076494
Location 187,625.446960976395,2399.5480567785503,0.4465523187495486,0.07308396419440975,1249.5042971282894
Location 188,952.9464234835805,661.8298018409287,0.5299944585276741,0.11249800258707954,1281.6601238509256
Location 189,432.70642193439426,3520.9033622585393,1.0459376012025392,0.06899615606399426,1159.161004650255
Location 190,413.7147741802288,5203.058965559074,0.3985941741595961,0.008634626146893531,692.7875998601901
Location 191,-211.21163070014381,7629.902301240098,0.8320549091991307,0.04300863173472315,1820.1272592241862
Location 192,1372.018520655938,5843.868849974854,0.07366144454892082,0.09144962181181626,1323.8530318159837
Location 193,385.48731100492853,7241.826722611326,0.7869080865562089,0.13191676204979644,368.3574589143685
Location 194,1184.8285522025617,6372.578184615571,0.5414903734803074,0.11965245240969115,1352.623426370791
Location 195,1400.2284117347808,4545.562609060224,0.20371974012260602,0.0969857383127041,1078.5269934321905
Location 196,1674.608261003004,5652.865082928364,0.7781552289023994,0.07344653504803171,758.0032313936108
Location 197,1513.3377727230732,5425.053183953926,0.4432201884319605,0.1316782896964237,942.7470046842967
Location 198,1333.7528149170182,3645.921273513889,0.4143408372492052,0.050918166879297275,845.8283265630406
Location 199,1659.791488045425,1930.8564688658594,0.3829519779854257,0.13562486364954976,79.10925108084757
Location 200,279.99339462947717,5552.443581177191,0.257279851899226,0.11909860967230072,814.3243360299485
Location 201,1288.5133619945022,5304.456405987047,0.6362316185053527,0.11101887634685566,919.3217026124589
Location 202,804.0068497490067,5407.030140272266,0.5405871727525575,0.1283394526535746,1527.9187230829382
Location 203,1450.9859690586818,7623.469344296423,0.36018634534656835,0.1384948308814376,490.4780793470936
Location 204,1100.8060588804235,5037.270701953466,0.7447449261056538,0.08600456119329589,610.1899854498887
Location 205,1027.8971123313518,4628.817806699693,0.6065798894840518,0.20510310106415588,1719.9386933913424
Location 206,432.9228236333497,5228.372466042775,0.32851206332077065,0.18068760874394496,1702.9991763630164
Location 207,924.6951837251902,4868.794365348743,0.32492462482675455,0.0850636676414809,1797.1692577804442
Location 208,-330.52420941020546,2764.80556758187,0.477893582514736,0.12796130495618563,1577.5205501700566
Location 209,258.0574539551907,7299.961911460253,0.41952808118639445,0.11740583062695584,745.3851221668677
Location 210,664.951079799256,6017.319132918468,0.715983998958204,0.08636016734459803,922.5754983340457
Location 211,1921.8689413446955,7183.284337405165,0.45041254578618134,0.05416270786932652,1637.180210070284
Location 212,1216.8381370277998,2753.6102892536624,0.54031355261434,0.12487506332658987,372.2476458411654
Location 213,1037.69651973243,3826.5477415174605,0.6782593606529574,0.08206076929013338,711.4649391769053
Location 214,840.3248118665383,2192.0912472296695,0.47674840504707006,0.06052541519860321,1117.9692703274095
Location 215,324.966706321562,7200.95067476602,0.4167822820870277,0.1694328678344649,1183.7063536589903
Location 216,1808.4833361181427,4029.470250135758,0.5326844356421747,0.07085436529967355,1365.0341143034238
Location 217,509.75217970161674,6504.237293122686,0.22215219307225786,-0.02590235801771429,1167.671593891575
Location 218,1310.5819535906871,5658.3296695021645,0.5195288993534066,-0.004757687537682506,217.1642261340951
Location 219,1004.8432093351406,6038.054363149695,0.7201854520179869,0.11341181281840314,374.4604725533651
Location 220,266.7323298014968,6017.229662959218,0.6826761437959477,0.08423544889786812,127.55399213730448
Location 221,978.4180965786967,5514.641940191862,0.09139052638796508,0.1338202034130357,1251.6081256735079
Location 222,1995.8993959854415,6458.611138331038,0.5247824192622905,0.13231071897728772,1711.5482628889747
Location 223,880.1423150590017,4679.326968192793,0.6190887735416823,0.09700146530435154,1487.5007883879261
Location 224,293.60264259370524,3223.1773280647803,0.52936799509253,0.10667578191016867,1683.2980668213913
Location 225,328.79739876978965,4975.873802227111,0.5880326232269366,0.1582187379227728,891.1312052190881
Location 226,1391.745866619553,7840.347432750311,0.518268817099284,0.1103157862499176,980.4560373228022
Location 227,669.5805375527495,3362.7743538463865,0.4481083898237467,0.054977322268488484,1112.4284214165116
Location 228,1510.6198159800406,5702.172815467332,0.6083776882581652,0.10133635946164363,407.0611605890847
Location 229,977.0173910808649,8053.3309319556065,0.3784512122518797,0.028274681518996966,826.12584791427
Location 230,1515.8092017460494,8013.776352865216,0.4215464685869571,0.11371221729025521,1732.296207930467
Location 231,1803.3488561178597,3002.3541805210043,0.7417914402718336,0.11133021845888885,1594.0936427908618
Location 232,1084.2352210492184,4325.216435772801,0.5335428002821458,0.07788233931333104,1095.6515132912155
Location 233,261.9559742614581,6700.429462229038,0.6660130756306855,0.06856898657234173,1448.828584861255
Location 234,2109.2845819223803,8357.088114476137,0.38946160286575243,0.1236912598236841,1193.2599046469463
Location 235,788.9956451279843,5813.193022495575,0.07161694655440659,0.15429499027839083,2266.7064601263814
Location 236,1195.3970618740393,4514.781239985438,0.3210572994418066,0.06757267683445436,2107.894291312502
Location 237,447.70310593031365,3162.5111981727123,0.43607178029390586,0.11913813528476426,1252.7177393349477
Location 238,1104.0250963981885,7547.460086309009,0.28739217341973045,0.0800569598478173,752.6812778862646
Location 239,921.5765990204806,6039.1578061405735,0.3524428513778809,0.18666488304173418,1697.9321775787553
Location 240,1244.9356370221797,3865.5725001316687,0.3590918449724353,0.15223168676820686,199.4939187663556
Location 241,713.3957076491333,2696.7361054891585,0.6130596843734097,0.06646248811956261,1607.3155525792845
Location 242,1150.7692105625442,6402.35761249936,0.43534181899956564,0.11898185858121263,1401.9719883287398
Location 243,1054.3513015960636,7757.187869320299,0.6283183097720075,0.041515970083076975,710.9587048582571
Location 244,602.2369071000321,4001.694029500598,0.49814218178860936,0.1269596383423744,375.56912636422703
Location 245,781.4445849691342,4077.234654544968,0.18791344534527332,0.13496012815448705,1376.1551762900456
Location 246,1100.7871039923573,2461.132432063341,0.5113944209295936,-0.021965584382355102,841.4973007104712
Location 247,808.6825504632224,3535.591030309097,0.35717064924636266,0.1815690457868035,473.3271032251521
Location 248,857.0640206941814,7747.291544449408,0.7145884300812172,0.16823944427984117,1416.6048222925297
Location 249,1063.276506235931,4169.309784097531,0.41066346853374214,0.06618780926632248,756.9390377510629
Location 250,636.4703749267826,7756.149017345343,0.37927192753200784,0.11710648941173069,637.7333932977051
Location 251,959.9403907569031,4691.483105206906,0.4832044746197354,0.10433765379052093,480.2086678660602
Location 252,816.0935174492197,3740.173408760458,0.2667070515901172,0.07927320590722942,1715.5406333667784
Location 253,453.9402348847234,5304.413563740634,0.5388589881325005,0.07244152441320412,2066.224701649492
Location 254,1549.1605497368237,5607.002990869065,0.8482342746117941,0.12064177641549549,393.81808798484644
Location 255,1247.1982587890946,3747.290782793245,0.4041470997927184,0.020564607249271477,1417.584680109106
Location 256,1304.575192480318,5330.881549441447,0.753469127729631,0.17586277127447067,1246.503163500713
Location 257,773.5822793223695,6039.594017713913,0.4730672579666071,0.09318585838637006,1574.5859521691373
Location 258,795.3482833670756,6085.02650873227,0.8371641780251542,0.11533831655890917,204.68487336791202
Location 259,1003.7766197393194,6046.697944036201,0.11088491550169255,0.14276415436860146,1784.614836636298
Location 260,62.61562627296951,4980.991962039833,0.5482061748330304,0.07176318722014327,1092.5928108186745
Location 261,1601.2400865620762,5140.665980339702,0.4322782121146743,0.0986569600888703,1152.5516486926279
Location 262,1656.3058157545086,2510.478473146168,0.44196636134938994,0.09348681853466247,774.6872631906019
Location 263,1707.268648367588,5558.484850805006,0.2386336811958812,0.10844368242570078,2245.362448237367
Location 264,417.89534822643304,3169.2721477292635,0.26512244020102715,0.05651974010579681,1143.1080124915177
Location 265,508.4408569829316,3737.0470452564255,0.37066872686956065,0.09992491129924133,708.233967892762
Location 266,1445.0437030672379,5890.691882454465,0.607657750151964,0.06042165850341459,524.7425707858906
Location 267,940.3350740801862,1689.3779120278264,0.8164301591873702,0.12055503124318781,1222.4863820294365
Location 268,1069.756288802377,6102.002048235185,0.5347428178623007,0.15766816034259695,879.4753208896823
Location 269,752.3881456659101,7879.910571768163,0.7090590983181622,0.00551307548330035,1045.272230608621
Location 270,1155.2401278297461,7683.667386403642,0.49009819534963567,0.13460193418460173,839.9849676111323
Location 271,214.10147767889134,12123.984181875006,0.7901205601852965,0.022165597103759288,487.30923251039917
Location 272,919.2211775860987,3574.0025453003864,0.3691679917573767,0.09605321662270162,1172.9305998413206
Location 273,664.6586926640477,3338.7476780732522,0.3164877873119505,0.09782369594432044,504.01187007705875
Location 274,1446.8657481202374,2371.3386141486844,0.4316879105955833,0.13143920732376344,969.821515067828
Location 275,804.7676177208587,6136.086520942137,0.5587732312865737,0.11989695222921698,1454.7577806076868
Location 276,494.14503530050956,4637.723396082035,0.8892586764273538,0.09462352500342044,1169.169745235579
Location 277,1435.1431009619141,7450.118435329259,0.2978922490553763,0.10618908553642058,688.2821512615733
Location 278,1142.7331894720098,4097.405637054623,0.6157819045508283,0.1672483318363165,1317.051200497111
Location 279,22.070784056556022,6295.20430819614,0.2571996530362805,0.08286284243882759,1065.0138549348712
Location 280,702.7488615161926,5326.098293435111,0.7747733294132142,0.20700246933547306,1814.7999210119592
Location 281,848.8546295064701,4711.52915474174,0.36955459287964565,0.15428430800799292,930.9819415477893
Location 282,2506.0433383126565,4253.259146537803,0.3640771975224653,0.0869484551495181,687.286989556166
Location 283,710.9438815312011,5842.484263269363,0.39108758932511356,0.06145027462200815,1023.2474913660581
Location 284,846.5190797271954,6317.446535823523,0.750565574112694,0.02245909328163262,1674.4619630950358
Location 285,1062.8957187342858,1428.0075861917762,0.5027136887387849,0.16647952826382784,760.3095041077557
Location 286,1536.808837666766,6519.812408061879,0.28623737615370604,0.12409046283930249,717.6771256574104
Location 287,1678.8750518150298,3682.3106453105183,0.40637553945312954,0.0822251668373854,791.0667534161397
Location 288,806.5736915002662,6252.527683731163,0.5952821956825234,0.10711975664482482,633.2807924717813
Location 289,640.4858694846868,4713.395441290722,0.17016697989367713,0.13652944184945487,520.6687281815307
Location 290,507.0108494132048,5015.394908096287,0.6727910825839845,0.09958319908189749,604.8231134285079
Location 291,659.4060436258234,5611.003789823928,0.13986474829300366,-0.020937956560011434,781.534892792336
