Location,Population density,GDP,Urbanization rate,E-waste generation rate,Inventory capacity
Location 35,877.0905803132093,4132.731333245595,0.5850453087175032,0.1575785808976251,1783.3600181379234
Location 36,-187.93147776032015,5985.368152666246,0.5458035285912326,0.10035551114092141,2133.580868695858
Location 37,779.5451682905133,3655.6535795476393,0.3828641486764087,0.10296329453081336,283.5615163784589
Location 38,1612.2186247941731,4935.288877657881,0.48137741895263797,0.138322791339793,1164.8987383082767
Location 39,1433.1270311966312,2077.1529782798857,0.5517792220698332,0.040987353182338905,1038.0045358191283
Location 40,255.77348743476523,5735.305427703632,0.44759907705303115,0.1089598431318605,1290.2254594252827
Location 41,317.1777714107749,4813.338438358908,0.4040072875547942,0.10280896650073708,903.5598122301772
Location 42,980.2853118375369,5037.64252224469,1.0458730257960105,0.08548912715620094,-2.641010399962397
Location 43,1230.2694144813777,3363.8272800960676,0.7605851653554565,0.10061216078054691,1076.491468290796
Location 44,1186.1546099577404,5469.653300097083,0.3481162767245348,0.00693472567370812,1756.8867674707653
Location 45,842.8082448239302,5207.3237735084185,0.2914121248055044,0.08435526553497966,713.6864208811837
Location 46,528.0257093845338,2600.5296041722063,0.6518462804420575,-0.003634197862916591,558.8907743163975
Location 47,533.0582819340831,975.9911338322577,0.21209846875179106,0.13704934910853048,1244.2492375315494
Location 48,1415.9115338183421,4789.5892725214835,0.282119539728208,0.1009513812214958,560.0710872099903
Location 49,586.8434698045346,8705.660637067342,0.3248043650979619,0.12953239230696262,1939.6864367011362
Location 50,585.6998290227328,4721.8602849973795,0.4638611715192392,0.0662821088769546,1256.2695530415795
Location 51,627.0165823716034,6461.594014390173,0.4037294267444517,0.10581954095605701,1016.3241058620584
Location 52,609.3458270965782,3244.9752614211725,0.6241375070735464,0.12852964910732192,571.9484950954227
Location 53,1099.3881902232947,8278.632756665114,0.5977952930006534,0.045242430298329785,714.3895984452633
Location 54,407.5458444587821,7559.131433161777,0.589992042745321,0.04957748713803278,1426.9270621641965
Location 55,243.47226745308558,5293.029280264578,0.5547053721780915,0.06655888241144897,893.9580911324264
Location 56,1390.571909791091,7595.697233383835,0.6636625737142002,0.0675177881327729,601.9639090846397
Location 57,666.7641187491049,5685.876904584618,0.4837153240657568,0.15521765856082206,334.052339550134
Location 58,1725.302917719594,6257.138810885198,0.18054141178113697,0.06952608055368673,448.1610715232621
Location 59,1039.2435238102603,6585.949428316609,0.5245517943938687,0.07699723048329268,886.661570079742
Location 60,486.21056661809723,8125.059897577283,0.8472089881861189,0.049029023492440406,1280.4253351274517
Location 61,990.8608398851939,3498.602027471169,0.6824764897273539,0.05574012997141664,1562.8300877192341
Location 62,981.565199102225,7048.157090768944,0.6482649988088229,0.061641150903931186,148.91662512490007
Location 63,1239.1367814719483,6428.103230168398,0.37495908304583614,0.20093923183314927,714.8659762349904
Location 64,411.9900947075764,3428.6433399433035,0.3064786342531617,0.09523547307030275,515.1101282722618
Location 65,1847.5435419314153,2726.504408959544,0.37398399240363794,0.015686576636204902,1634.4707374466052
Location 66,1081.900609467231,5010.897438237303,0.37330264365852994,0.16970749304172295,159.715432528164
Location 67,543.0796993106168,6407.703927061344,0.6778737686711973,0.12360894908708632,380.42101880326334
Location 68,778.4342663997877,4804.429971753981,0.603329524597874,0.17525795437279415,1823.6535519871554
Location 69,-22.131335867083408,3437.7044209708624,0.2800333443407719,0.07010463527012145,201.34600689378556
Location 70,1476.774234380896,3755.065470163413,0.526401277263509,0.12678134965207732,1369.2523972323004
Location 71,549.0165585288958,7440.638518567912,0.8507410371706972,0.10904444016883483,1224.9511984654098
Location 72,535.8112230112076,8617.749464001447,0.3405670266595283,0.020145464031090618,1323.994081154758
Location 73,940.5770211018905,7787.91814795838,0.027905946248356184,0.005502500711103461,445.31472180408537
Location 74,1289.6222611128933,2541.141465010417,0.642734599838603,0.021225541225228323,1079.881002891876
Location 75,1048.2342271423806,7276.670556557476,0.08335417281606661,0.049632550559447736,1310.5726907377998
Location 76,1576.6569796787462,6884.230044102704,0.5452706309091223,0.08838285565891775,13.835920720152558
Location 77,1316.0053090699985,5154.709006288289,0.6540561424066031,0.0316964703913413,1310.1928741828137
Location 78,1636.7533858837835,4966.1736390925425,0.7426066291868663,0.18242280132198396,427.28627894042745
Location 79,475.6286465292502,6333.066208028565,0.5096704068825297,0.17003997622951722,223.1434661961115
Location 80,1590.058841608046,4191.305882951919,0.8970483055822868,0.13327703067229116,640.4837787229172
Location 81,1164.8533409940258,5957.8001050532675,0.7788535607104838,0.134509504286378,427.05565230343393
Location 82,312.36725810200164,6123.25211230792,0.3883679251477833,0.05108470660962469,1726.5022840063737
Location 83,983.3461740097702,4947.383563303701,0.6621126784496385,0.08847077495185196,750.0348592835982
Location 84,1305.284173333044,5630.181398225772,0.5806327008301636,0.05318278413945296,1563.2113622291947
Location 85,1266.314594099784,5207.43037153971,0.2692076438997492,0.12527282542061569,1489.4290047436775
Location 86,1253.2909324925847,2651.737116376013,0.4931069944700197,0.14115257594497338,576.7075320065853
Location 87,799.0376293495083,5680.053713817889,0.05082068796790806,0.09109564158514115,1104.6521199206918
Location 88,1651.7649049837248,4268.098138452098,0.7406674723677336,0.1061545020829743,648.8632866361845
Location 89,2023.3248197114567,7289.908502639837,0.7821771727218426,0.1376548611803836,1244.2479054264613
Location 90,1411.1544982324822,3250.2550771597407,0.4301757196149923,0.12479733771404528,1355.2997867903323
Location 91,1109.6835205241757,6584.285879049372,0.8880079650223129,0.13402038047845588,759.2944915682788
Location 92,716.1098642899874,6811.704087009073,0.21675688035653906,0.07480371057566979,1348.9624686209258
Location 93,1116.6680409848632,5731.122166558262,0.6111649226585729,0.03899249775857999,821.7218377160123
Location 94,573.1231430778266,7054.30622446835,0.23183417111681842,0.07747774014175092,1729.1026881856824
Location 95,1499.2702726970372,5085.860415994798,0.28027438787614223,0.15559715634152724,641.3380589222845
Location 96,623.6551836216054,3129.3755345371987,0.377192639780182,-0.0019260291428808696,1032.4729768210893
Location 97,407.64115426289163,4919.363731555617,0.5926257723294106,0.11538741412133291,714.4267666944727
Location 98,-150.979240452486,5061.376175311963,0.5333453940583963,0.1399695636195195,723.5340151247187
Location 99,1702.4441228882515,212.98174635449777,0.9880382540936298,0.04239198311927861,1177.9882691643895
Location 100,1445.2828194845977,5771.999191402922,0.485162528346037,0.07982022685240366,1872.7752940734777
Location 101,754.4143017354202,6727.070916987204,0.5848668463682032,0.14056862936129189,716.1470987377145
Location 102,737.1372778234411,2618.4912669838354,0.184241113187548,0.1289460046033372,938.538015599727
Location 103,429.6899871105734,4695.256898650144,0.6160436851773488,0.07448522725884228,1682.6893485233868
Location 104,928.987421587823,7202.184907322298,0.49895649057393754,0.07644761449940393,948.4096986198249
Location 105,1502.934943542206,6520.588971404342,0.5171852670590273,0.06577005356518564,723.3352785416648
Location 106,606.8131903106871,3442.2424302673803,0.2698052079852571,0.07297033961629436,931.0712200907312
Location 107,1468.653937845294,2806.314182753448,0.5544196485039826,0.11703947924294046,676.9275372059145
Location 108,1136.5100287020389,4150.632447910351,0.17321471907347485,0.10024237725206225,1859.9428617847327
Location 109,706.86197542539,3911.357168040274,0.3491534755184525,0.14731830346019578,1491.1827938924355
Location 110,1027.4795809163425,2254.370971378223,0.4496279983065827,0.16447131212215893,2164.485982370474
Location 111,1015.0720744947671,3650.4475843903524,0.57538354550064,0.16550591308528073,1126.6265815459508
Location 112,1764.8723113340252,4619.685070975156,0.46178754740488415,0.09946749361822313,916.7552712422714
Location 113,499.4918885763477,8854.131533189404,0.5135520198767899,0.08392570806791713,2172.249167172327
Location 114,1541.6527486055763,2253.0855510010274,0.3230886921703907,0.05082182607582608,1799.941057225055
Location 115,815.8955673962973,6725.973888692177,0.3136854573175606,0.04625523919324449,922.978614451248
Location 116,1090.367684037364,5940.750677815709,0.3542663794207561,0.1362410788583953,1733.815151114556
Location 117,1403.1152134094527,3611.198679428406,0.5745902151117225,0.02056328768294434,225.4855113417741
Location 118,657.6871289693061,2962.8511035412334,0.7435916626298031,0.02790932998485382,842.1012769560363
Location 119,220.44594570608263,6910.527562812732,0.5338103625179113,0.0212784883696729,483.85808670016377
Location 120,1202.8082016814585,5641.230430716566,0.7150714136670235,0.08783370159183619,472.6793651293407
Location 121,888.0879783527099,6209.788690132223,0.6799131641152568,0.040736232332471235,1378.7205129766992
Location 122,1766.0367266231465,6352.648551038407,0.6417622900220314,-0.004458794177024911,1077.9777722350386
Location 123,916.9173942483063,6838.372514293063,0.3733751399139825,0.08486743294318061,1054.399521075787
Location 124,565.4020253780394,7209.233280941736,0.7592195403106232,0.1448951698379571,347.465384200003
Location 125,1628.0369018267154,3983.3895640402507,0.6042277780600747,0.11013705956451415,1516.8938040789521
Location 126,1312.019570580585,2811.4997011768237,0.30803373331654704,0.1396967835351902,1567.5177932820166
Location 127,752.6007143902933,2745.368841584129,0.4834864721277643,0.1509038011995055,514.2146574331202
Location 128,730.9098568096986,3748.2473310257233,0.7975702854859774,0.028799131017914398,1327.9084002189052
Location 129,821.0839804453105,7444.823630148401,0.37756518769866,0.14888294123283352,1437.846314735867
Location 130,424.5659417196431,1439.5979619619998,0.5036702970018507,0.13100796756962024,1097.724228494312
Location 131,900.3655993557879,6776.832626250627,0.5995983419239055,0.1417149183778185,1075.1615608182356
Location 132,527.9039419656403,1093.8024084382882,0.5467665423985346,0.14906084191353386,605.814484062337
Location 133,1132.0360025434666,6022.600691656664,0.7434841332269697,0.09591744811999911,1472.844280990911
Location 134,1943.2540048313526,2568.0335026551893,0.4634304857229016,0.11999367079562179,1466.0738876751934
Location 135,181.3082030380168,2994.8544902155504,0.6493076366559716,0.10296136116951975,-19.814591221603905
Location 136,1169.9929704182682,5563.988460426635,0.3175832529416993,0.12590163995570736,1229.146652764439
Location 137,1078.5165289033516,2923.3100596767617,0.4999339456465181,0.10712905851853663,866.2956169043016
Location 138,1920.477495094769,9607.086120366033,0.9719642727224015,0.08371214624240758,823.4094891658724
Location 139,756.7733626506283,4765.271297934742,0.5520857932101287,0.13929724689263326,783.3923238394352
Location 140,816.2465887623574,5289.033429042508,0.6254992361039992,0.04518180175601455,736.2692199231674
Location 141,625.6375527739584,5229.137236281572,0.4320492138466154,0.11404781791357531,719.3344063919562
Location 142,783.3572223955617,8056.477233179339,0.41425968321803863,0.09404526720605888,1580.9300029177068
Location 143,615.3551353935859,4402.205188669174,0.15793720589630283,0.09483176167950451,742.0311956022778
Location 144,668.2394349073584,3947.5850088561647,0.5460102752468978,0.12326132132237086,1648.465761746716
Location 145,1019.069843282716,1514.9131113600902,0.5652920000428925,0.12479794752821412,1384.886162160283
Location 146,218.26489235321537,3659.4978090083428,0.4696396035192108,0.05646424880315499,1227.034701191044
Location 147,1427.4666788991624,5203.527229013583,0.4165068312728704,0.15205152085911108,1005.556709875506
Location 148,1179.2678559348315,2945.9455273710996,0.6635499090163625,0.07002583221347666,1734.4104889365474
Location 149,643.0656686519571,7760.106653322266,0.5171351866648044,0.09213235645800227,957.9291995290239
Location 150,783.2255346977668,6259.780382978022,0.40584489350134517,0.0022216298228439485,871.9335855025936
Location 151,1060.6195554999204,4737.3164171777435,0.5687097159233067,0.18339918087445856,1109.7520869169755
Location 152,1315.4308223214775,4713.982053765864,0.5949896745511978,0.015433344418642386,469.1396043686417
Location 153,2034.5606580640372,7245.999450433729,0.5204998719778675,0.15199555751344832,369.336929718888
Location 154,1174.0916046700925,4179.142371790114,0.2694334578906558,0.07206423031616846,1149.4600721454474
Location 155,1381.4357265996,4218.015970892914,0.4514816279577149,0.07198872739297052,835.2645125768147
Location 156,240.0263493368658,4296.624004858993,0.5776020970513934,0.15259839922508858,665.953653479359
Location 157,903.0929188932104,1789.422019787335,0.7903503754260932,0.0876143792046962,1983.551870134835
Location 158,616.8594017343544,4760.092363384684,0.6062500581040224,0.08206917145223602,921.8708259187911
Location 159,117.66041727815855,5815.0914663444155,0.45189079132217835,0.1360618082273656,1447.0982737196537
Location 160,1752.365074235996,6828.224062919839,0.9829182323153445,-0.03821963016731081,1266.26163554394
Location 161,1533.1348001539752,6313.211840617483,0.22264171228589114,0.017350216040228295,1306.2792292193535
Location 162,268.5906211198703,3523.172332328312,0.10127102692611062,0.17095031217855922,451.3681233505514
Location 163,816.6186644361799,7544.227679402287,0.42467263350637824,0.10416404109661132,1200.6851748999181
Location 164,202.32766469718774,3741.971992256816,0.7488661183425681,0.14114091840807744,976.9680246098545
Location 165,1175.1848386291229,1930.8288741354772,0.1875950120418195,-0.020324052417284993,492.60758099961254
Location 166,35.73877471058108,4503.690481343421,0.1334798321874167,0.13338458578605739,604.9585299708142
Location 167,554.9135655625328,3617.392255942281,0.7366011156900168,0.1297495920305044,1586.783262764988
Location 168,659.3677413111568,2904.790279814365,0.5279562952884231,0.15866735406182067,754.7924741802929
Location 169,-516.6155829042027,5206.3412534266035,0.26159009263047195,0.1239659748542104,105.56557465450351
Location 170,1241.641201299031,6788.526646156883,0.34814847062196796,0.1255453842985308,762.0741258242509
Location 171,1358.6534499642626,5865.63897279643,0.6859749688314987,0.05595046823755473,379.8570474080051
Location 172,692.5027903135122,6172.7486987432985,0.7098932172973274,0.14560433733623412,1805.7282103394866
Location 173,1266.632659832605,5989.138750707319,0.6069862378468536,0.09507931836083698,887.9983216663397
Location 174,945.5883323139387,5339.02615529939,0.3322263883936162,0.047935632117908925,1354.2542461611824
Location 175,1443.6879892355882,3396.5637114063616,0.3482467224277759,0.07391694747034043,1281.0722177008877
Location 176,181.89472364154335,4875.097447613013,0.48485201235797953,0.11319965891967983,1503.4528857985779
Location 177,279.8341026730478,5627.596154242915,0.5053949957977641,0.08664804213605948,1002.696939129465
Location 178,1421.9127503970815,6881.888629192623,0.35430899826033646,0.10555550166514728,622.7154065963261
Location 179,1149.2821738306498,6284.293993413458,0.5150086999484611,0.10994170888795597,1156.876822228509
Location 180,1045.1828427374205,5007.646828220402,0.5556668622880779,0.0484645464719002,648.7989763940599
Location 181,1052.9882008979396,5963.516785552786,0.8276594243443166,0.1279431789033984,611.4828492574159
Location 182,691.8117477006008,4138.566448502434,0.4772337563499795,0.12761678477681998,194.3172582378986
Location 183,419.0535378930143,7762.348860726142,0.7659262791632016,0.06158428150172188,728.8224453081255
Location 184,1184.0972571537836,5005.17858912521,0.792396480345535,0.005162974679141827,884.4663389681622
Location 185,197.09549335218048,8129.54440505184,0.46836378432831544,0.15773571673319556,464.0970799466477
Location 186,659.1487055907578,2932.370788945894,0.48573026659551743,0.036824617496680756,1416.0714042676057
Location 187,401.10666630511787,2255.385368315281,0.934650680929672,0.08510881955403626,491.0113034917961
Location 188,768.0499549768862,4440.915744039392,0.20144340189605142,0.13911856932172156,811.2353064775809
Location 189,559.426589293147,4859.369583643607,0.6262056148984583,0.1528280838959481,893.5426654814692
Location 190,1510.2149481714982,4960.064589410043,0.8176260398758316,0.0911353556443189,2019.99628166944
Location 191,1068.3116539213659,6238.7106241156,0.6225163218113237,0.10488452344412491,661.1160471038035
Location 192,109.45362434968422,4938.028152847357,0.5452315136205353,0.05220389675667491,726.8194685649532
Location 193,785.6998065696046,3137.9101916471955,0.6531375181889333,0.04514956626230496,1138.1399322681764
Location 194,1152.198902369437,6644.975660038055,0.4323705116245819,0.12305050279475058,166.08929858512033
Location 195,1197.4243555477872,5173.815836405736,0.7054921669551595,0.09156798219715512,1251.1401653150303
Location 196,1897.8580677113289,8820.033035481705,0.6668340295157633,0.12790337679011937,319.56483672750073
Location 197,1007.4108522375053,5540.565314479323,0.6294229774329948,0.10479041491736038,865.7050476975662
Location 198,369.7042768086993,1075.1591028459047,0.6144822927090339,0.018714103930586062,1152.0319743129
Location 199,1453.8784880911903,5173.2668454597415,0.3008319418005158,0.10119418921372562,1561.278164224562
Location 200,104.76545369729183,4791.237695567618,0.8959463340295231,0.08304766106250736,635.8703075832345
Location 201,1040.17967874625,7874.552021104773,0.5051090043373945,-0.0054482658330750056,-151.07914027698826
Location 202,439.6617573094967,7297.624150566672,0.5058338510701617,-0.0007342259989974592,991.3638078744867
Location 203,1123.4188635922371,7593.890656684083,0.40994487948110947,0.1836400162376896,-700.9975904852952
Location 204,713.8405822227257,7961.675385460454,0.36065074885621895,0.12098913116105257,958.8128732297594
Location 205,281.51906108922026,4015.2722992609865,0.4592306156206887,0.14248513153913792,1385.7239295281222
Location 206,1496.3558760872056,5097.018722077146,0.7270115559434861,0.12518507024622424,820.4069791515308
Location 207,457.3929806529461,9002.18613184151,0.13549340234417534,0.15657269761156473,1581.6992394369695
Location 208,1156.8579215478542,6795.867470542948,0.3149014591641728,0.11911697651213227,1291.4620615758035
Location 209,1875.4931308963928,5205.1555124154065,0.493592041680785,0.07448016121252315,660.3723412321759
Location 210,805.7766935775501,4789.288728986229,0.35573191038662644,0.1578880124859976,1372.458951955735
Location 211,1515.3711582558171,5473.739551716176,0.546363107338304,0.061390897550611424,366.73766386710315
Location 212,1013.140264923057,1390.4988279196941,0.7638752467653401,0.03754310616710865,412.0313775167158
Location 213,1705.4508800410658,7522.684081363528,0.43452166989613455,0.06642514269688715,523.0589833211836
Location 214,728.2115894906176,5290.903320209992,0.678913450694808,0.12287913438217159,1279.3816170816367
Location 215,952.5839568016479,1914.1129518798543,0.4200648791521946,0.0681074519252042,1422.1259844620565
Location 216,1188.6273729099628,5451.512610593134,0.24084246331354447,0.19132512875373578,1006.1386537769562
Location 217,1557.0650388623717,5346.606072371181,0.5044630036971581,0.10978432778556059,1362.5288137791185
Location 218,1762.9181535681382,1266.8041830634238,0.5998928926240518,0.10259683966718534,637.0646503787556
Location 219,1428.3047625293,6179.551312980262,0.7419894264738448,0.12840157619777628,1163.8331911027685
Location 220,602.5186976476241,3485.4166196789606,0.3159542323814423,0.078232678030863,815.6639445240071
Location 221,-670.7231914638364,4410.599993841402,0.4281365592658184,0.06404298763186064,1427.980846794696
Location 222,194.47471559199732,6463.501210769657,0.17302799637841915,0.14278629992350483,1879.0383784690398
Location 223,892.7986144183772,-179.95375085656178,0.5517551168845596,0.119886164288432,1139.5371709815252
Location 224,890.5598806107563,4745.797433380615,0.308770752200896,0.07804051434826377,1595.6454166525973
Location 225,1136.2785307773743,6606.100241011298,-0.024777843748843287,0.10678329658372292,772.1405945175301
Location 226,1155.0976714788242,2117.0560142172976,0.5953596604704517,0.17312707937054828,1207.7106447215822
Location 227,699.4883180774668,3167.436199332804,0.5216787439168624,0.14956251206999244,1142.9755483388858
Location 228,984.1344873253722,5030.768094508103,0.6934476448832831,0.04180583171852446,762.8261651156693
Location 229,1209.321236084953,5414.70994561879,0.29133479419427777,0.019964838561253584,397.352083574664
Location 230,724.1572710216684,4952.380866125514,0.7525073265007651,0.14074904690812262,1161.0571128350202
Location 231,782.9475672924849,5399.133253959181,0.35215925315613555,0.1649253405263406,970.539405761523
Location 232,1710.6569249349968,4858.506947088119,0.21068534680848883,0.028638182526267694,539.152223629164
Location 233,569.9922870671506,5372.473951830197,-0.11368163136188913,0.12584233865459268,1084.4033972626921
Location 234,1667.1267158010155,5684.700378912689,0.26289092790874435,0.08148528000245302,1110.0277023385381
Location 235,618.4486446976102,2665.4375839838644,0.4001241301323829,0.12750340743001853,1118.322480502287
Location 236,227.7196785049424,451.7410646966946,0.5208633847789044,0.06237548258869568,536.358541144087
Location 237,900.3612831096353,4174.714180233932,0.5742691748676039,0.07070888935246593,1497.286628982402
Location 238,1017.7792659197155,6832.677113124538,0.6049183843390885,0.0817603365375747,1436.4160383181866
Location 239,-291.0579550584928,4026.837429534928,0.8998119074426232,0.1528083230559516,478.86061867170395
Location 240,360.1365139761932,6029.959377504238,0.22088069529856547,0.12836366695969423,1518.5694607477365
Location 241,475.7028239371675,5487.045323626147,0.02256143306984082,0.16788307401571248,863.1306042539131
Location 242,1021.363468398451,4713.0029576555,0.5536931653624718,0.12410072774598273,1002.7838019319169
Location 243,537.6111675593561,6418.1363012803085,0.4511465973475725,0.06703929753015314,1397.8279066404693
Location 244,1219.3179805235343,4392.335271110151,0.2918338211911,0.08457451706038357,1048.464215470385
Location 245,436.6221467096857,4886.285288027663,0.8661328918312825,0.0927339976911848,758.5505305546217
Location 246,501.1120540658283,5818.87492494601,0.4853051443034229,0.15447017470350813,814.6033804749118
Location 247,-511.77460227420283,3847.8656817225856,0.7985443368598729,0.09641227288252051,1240.8775713678108
Location 248,1497.9413402489258,5334.972324830707,0.5729865392887735,0.08989930858714235,1304.5283479492098
Location 249,1594.7182566372694,2923.344111176178,0.8652927204105899,-0.05194299514256126,597.8135219578519
Location 250,774.5112990061882,7550.727567068576,0.2681393310642036,0.015260470504392581,1567.9029798971005
Location 251,1423.560088189037,5810.402696195818,-0.12911503959072246,0.0835878410538968,757.4898306365549
Location 252,354.1161274421464,4171.144308912853,0.20999329983484577,0.15093455814960316,1440.3464592961896
Location 253,1516.8816637988102,3113.7956837730335,0.5206586431022082,0.06495604940079747,869.0832304805734
Location 254,818.3101132585368,4971.939676407022,0.43070862108477154,0.06967996959197978,2021.0861082610604
Location 255,22.965143457720615,4015.622826842589,0.7322849644199761,0.24182958418702594,1066.7999849883793
Location 256,955.8292734558063,6291.602033825688,0.27904694950516473,0.07009354346185871,432.5286911365382
Location 257,-351.7550601692533,6648.02542347719,0.7657066841812401,0.2000204169588334,500.3707441682919
Location 258,683.9823047279109,2040.518584383533,0.3528843735706133,0.14520650841481184,1155.8268354417582
Location 259,1364.9162516388494,3558.1634946441527,0.2592516396397876,0.09470258160693801,466.253769047505
Location 260,803.0076718781585,5216.781064631983,0.7218644108150026,0.13851151878214135,922.5768554627789
Location 261,1368.4552604547182,6632.613455140642,0.8288485680189663,0.1782083166401844,1060.7749257035532
Location 262,1092.9389172300414,7306.73865776207,0.3399994778276173,0.14565726696889014,1303.5722745319897
Location 263,2046.0258614662505,3573.3508911139397,0.312304489243474,0.04897400236577563,531.0900949361856
Location 264,1414.7289595669874,7461.206657210909,0.7654083523513444,0.0731169671086784,1165.1636572727489
Location 265,263.2864709278924,2299.52662737671,0.392785061877338,0.015405881625680795,1295.2657250956981
Location 266,1198.9631588267384,-47.04947763502241,0.6243361835395063,0.13130017524890536,731.789348505122
Location 267,991.8538317751645,6767.446124433336,0.7484999883104921,0.07380122726237054,1366.3878003239242
Location 268,950.2675688473753,1031.981495287926,0.615649028973106,0.04162762085064117,935.0766157533319
Location 269,1477.012273535062,5511.111453476329,0.7762625260628171,0.06334581790891161,1092.0186445166319
Location 270,901.8623779291851,6677.367274323997,0.2907195440123177,0.11019635981686,1268.02681332516
Location 271,1169.168289496157,6827.174021562992,0.5357782059901256,0.05761664787418668,536.4755787397302
Location 272,722.5888451170646,4953.639506670441,0.5337661383209688,0.1282276752319261,1149.853452061421
Location 273,1038.6669388412442,3477.824480123306,0.4430642628214905,0.11082055644771464,425.0173661934957
Location 274,490.5364021825046,7324.534692394191,0.181573747713136,0.10670421136470552,1499.3004121162783
Location 275,1489.1355577552795,7266.063387779969,0.603585673081446,0.05638301422570751,1176.7721798594498
Location 276,500.61206160867874,5296.505154321822,0.6282897428926754,0.10417548909417257,658.6228241343107
Location 277,1156.3774412141015,4500.985659660845,0.4714642976478201,0.16979541532246997,1555.0013400430546
Location 278,977.8842346261882,7414.966676134096,0.43229730145300277,0.08847291878978364,1561.0684016282507
Location 279,596.8805192373998,5951.16457393931,0.45441053831598166,0.04535619245458519,627.4254799030778
Location 280,738.3902495874808,10247.213847008548,0.47379390617278044,0.027255745365062437,1232.533071406435
Location 281,641.7275330551747,5513.36417714307,0.6082264528894259,0.08730648055628498,1264.8265250959412
Location 282,360.03031577453714,4128.608308194051,0.5067734043244339,0.12276062663138025,762.7021133036313
Location 283,64.22829927062037,4929.257911697571,0.6946699788991864,0.08099723521945126,1374.2988635028776
Location 284,536.169281973969,3325.3576383678646,0.37414569544872045,0.14024500426820607,977.233567069197
Location 285,1125.9726469922605,6122.729131763996,0.65360721245279,0.03703702035376813,1208.7344598649315
Location 286,1370.5732835971494,4242.861026289342,0.653545619902992,0.059151930003107145,1736.3424336008452
Location 287,487.965293222937,6497.856188055503,0.8133343910728881,0.12614567858345482,653.2498615301795
Location 288,915.5229318611421,3482.9262680089128,0.28774789287261393,0.10142929902586421,139.7147932741011
Location 289,803.3599455636408,8316.910397520885,0.663732522121001,0.021983296355483947,1421.6137414868592
Location 290,326.9297889519977,5740.703190903744,0.878796761874438,0.039939498120967414,1306.8553657365856
